Date,adj close,close,high,low,open,volume
2025-10-01,111.01895904541016,111.98999786376953,113.0199966430664,111.29000091552734,112.55999755859375,16614000
2025-10-02,110.32503509521484,111.29000091552734,113.08999633789062,111.02999877929688,111.97000122070312,13062600
2025-10-03,112.2779541015625,113.26000213623047,113.75,111.9000015258789,111.9000015258789,12950100
2025-10-06,113.20980072021484,114.19999694824219,114.7699966430664,113.18000030517578,113.29000091552734,12036800
2025-10-07,113.26927947998047,114.26000213623047,114.51000213623047,111.73999786376953,114.06999969482422,11945000
2025-10-08,113.03135681152344,114.0199966430664,115.01000213623047,113.41000366210938,114.37999725341797,12301000
2025-10-09,111.93099212646484,112.91000366210938,115.51000213623047,112.73999786376953,114.43000030517578,10976200
2025-10-10,109.76988983154297,110.7300033569336,112.62000274658203,110.70999908447266,112.26000213623047,13811600
2025-10-13,111.26679229736328,112.23999786376953,112.30000305175781,111.31999969482422,111.54000091552734,10296500
2025-10-14,111.31636047363281,112.29000091552734,112.95999908447266,110.70999908447266,110.76000213623047,11167200
2025-10-15,110.64225769042969,111.61000061035156,113.56999969482422,110.97000122070312,112.80000305175781,12182900
2025-10-16,109.68067169189453,110.63999938964844,112.19000244140625,110.38999938964844,111.87999725341797,11782200
2025-10-17,111.26679229736328,112.23999786376953,112.91000366210938,111.18000030517578,111.62999725341797,13460100
2025-10-20,111.7228012084961,112.69999694824219,113.1500015258789,111.9800033569336,112.0,9523600
2025-10-21,111.73271942138672,112.70999908447266,113.36000061035156,111.98999786376953,112.88999938964844,9202300
2025-10-22,113.71537780761719,114.70999908447266,115.18000030517578,113.08000183105469,113.44999694824219,12938800
2025-10-23,114.97437286376953,115.9800033569336,116.8499984741211,115.36000061035156,116.62999725341797,15001100
2025-10-24,114.38948059082031,115.38999938964844,116.47000122070312,115.18000030517578,116.3499984741211,9919400
2025-10-27,114.9347152709961,115.94000244140625,115.98999786376953,115.0999984741211,115.69999694824219,10975400
2025-10-28,114.03260040283203,115.02999877929688,116.18000030517578,114.98999786376953,115.48999786376953,9535200
2025-10-29,115.4402847290039,116.44999694824219,117.05000305175781,114.80999755859375,114.91999816894531,12570600
2025-10-30,113.695556640625,114.69000244140625,116.5199966430664,114.52999877929688,116.43000030517578,16172900
2025-10-31,113.36841583251953,114.36000061035156,115.2300033569336,112.62000274658203,113.9800033569336,20213400
2025-11-03,112.77362060546875,113.76000213623047,114.98999786376953,113.63999938964844,114.5,12290300
2025-11-04,113.15032196044922,114.13999938964844,114.3499984741211,112.51000213623047,113.37999725341797,16860700
2025-11-05,112.6943130493164,113.68000030517578,115.18000030517578,113.66999816894531,114.08999633789062,12400900
2025-11-06,113.5072021484375,114.5,114.94000244140625,113.63999938964844,113.63999938964844,14219700
2025-11-07,116.20361328125,117.22000122070312,117.51000213623047,114.9000015258789,115.20999908447266,17181100
2025-11-10,117.1949462890625,118.22000122070312,118.44999694824219,115.45999908447266,117.44000244140625,13048000
2025-11-11,118.74141693115234,119.77999877929688,120.80999755859375,118.83000183105469,118.83000183105469,16077100
2025-11-12,117.09581756591797,118.12000274658203,119.27999877929688,117.79000091552734,119.0999984741211,13790900
2025-11-13,117.76000213623047,118.79000091552734,119.76000213623047,118.27999877929688,118.62999725341797,17291900
2025-11-14,119.29000091552734,119.29000091552734,119.4800033569336,116.66000366210938,118.44999694824219,17064300
2025-11-17,117.68000030517578,117.68000030517578,119.5,117.11000061035156,118.97000122070312,16034900
2025-11-18,119.02999877929688,119.02999877929688,119.4800033569336,116.4800033569336,117.26000213623047,15808500
2025-11-19,117.3499984741211,117.3499984741211,118.18000030517578,115.93000030517578,116.8499984741211,15919200
2025-11-20,117.0199966430664,117.0199966430664,119.01000213623047,116.73999786376953,117.9800033569336,14401000
2025-11-21,117.08000183105469,117.08000183105469,117.37999725341797,115.6500015258789,116.98999786376953,15667600
2025-11-24,115.97000122070312,115.97000122070312,117.19999694824219,114.73999786376953,117.19999694824219,18034900
2025-11-25,114.51000213623047,114.51000213623047,115.9000015258789,114.19000244140625,115.18000030517578,14434600
2025-11-26,114.7699966430664,114.7699966430664,115.73999786376953,114.30999755859375,114.41000366210938,11650600
2025-11-28,115.91999816894531,115.91999816894531,118.73999786376953,114.81999969482422,114.94999694824219,7240800
2025-12-01,116.62999725341797,116.62999725341797,117.41000366210938,116.0999984741211,116.0999984741211,12658100
2025-12-02,115.37999725341797,115.37999725341797,116.5999984741211,114.69000244140625,116.44000244140625,14607700
2025-12-03,117.80000305175781,117.80000305175781,117.9800033569336,115.87999725341797,115.94999694824219,16819100
2025-12-04,117.13999938964844,117.13999938964844,118.33999633789062,116.66000366210938,117.5,13686900
2025-12-05,116.54000091552734,116.54000091552734,118.77999877929688,116.41000366210938,116.75,12516900
2025-12-08,115.9800033569336,115.9800033569336,117.0,115.04000091552734,115.83000183105469,14904200
2025-12-09,118.25,118.25,120.47000122070312,116.88999938964844,116.9000015258789,23790800
