Date,adj close,close,high,low,open,volume
2025-06-27,38.15909194946289,38.58000183105469,38.84000015258789,38.400001525878906,38.7400016784668,4919200
2025-06-30,37.981056213378906,38.400001525878906,38.720001220703125,38.220001220703125,38.5099983215332,4803600
2025-07-01,38.525054931640625,38.95000076293945,39.400001525878906,38.33000183105469,38.47999954223633,6553700
2025-07-02,38.08985137939453,38.5099983215332,38.869998931884766,38.279998779296875,38.5099983215332,4880200
2025-07-03,37.76345443725586,38.18000030517578,38.59000015258789,37.93000030517578,38.369998931884766,3002600
2025-07-07,37.773345947265625,38.189998626708984,38.369998931884766,38.02000045776367,38.189998626708984,3866100
2025-07-08,38.0601806640625,38.47999954223633,38.68000030517578,37.939998626708984,37.970001220703125,5121300
2025-07-09,38.61407470703125,39.040000915527344,39.119998931884766,38.68000030517578,38.709999084472656,3624200
2025-07-10,39.1481819152832,39.58000183105469,40.11000061035156,39.310001373291016,39.38999938964844,6087300
2025-07-11,37.862361907958984,38.279998779296875,38.720001220703125,38.150001525878906,38.70000076293945,6299600
2025-07-14,37.872257232666016,38.290000915527344,38.599998474121094,38.189998626708984,38.34000015258789,4798000
2025-07-15,37.40738296508789,37.81999969482422,38.970001220703125,37.59000015258789,38.970001220703125,8569200
2025-07-16,37.862361907958984,38.279998779296875,38.58000183105469,37.869998931884766,37.880001068115234,6323800
2025-07-17,36.072113037109375,36.470001220703125,38.2400016784668,35.45000076293945,37.95000076293945,14706000
2025-07-18,35.913856506347656,36.310001373291016,36.869998931884766,36.15999984741211,36.79999923706055,6134600
2025-07-21,35.805057525634766,36.20000076293945,36.619998931884766,36.189998626708984,36.290000915527344,3344200
2025-07-22,36.616111755371094,37.02000045776367,37.02000045776367,36.34000015258789,36.349998474121094,5146600
2025-07-23,37.615089416503906,38.029998779296875,38.900001525878906,37.130001068115234,37.150001525878906,13453900
2025-07-24,37.81290817260742,38.22999954223633,38.31999969482422,37.77000045776367,37.93000030517578,4735200
2025-07-25,37.555747985839844,37.970001220703125,37.970001220703125,37.5099983215332,37.709999084472656,4016800
2025-07-28,37.041419982910156,37.45000076293945,37.9900016784668,37.310001373291016,37.959999084472656,3731500
2025-07-29,37.25901794433594,37.66999816894531,37.90999984741211,37.099998474121094,37.43000030517578,6336400
2025-07-30,38.544837951660156,38.970001220703125,39.16999816894531,38.2599983215332,38.31999969482422,7846700
2025-07-31,36.744693756103516,37.150001525878906,38.220001220703125,37.09000015258789,37.459999084472656,8005800
2025-08-01,37.15021896362305,37.560001373291016,37.779998779296875,37.16999816894531,37.68000030517578,3678400
2025-08-04,37.2689094543457,37.68000030517578,37.68000030517578,37.040000915527344,37.119998931884766,3288100
2025-08-05,36.912837982177734,37.31999969482422,37.66999816894531,37.09000015258789,37.58000183105469,3405300
2025-08-06,36.349056243896484,36.75,37.380001068115234,36.75,37.13999938964844,3121300
2025-08-07,37.17000198364258,37.58000183105469,37.79999923706055,37.06999969482422,37.13999938964844,3709800
2025-08-08,37.38759994506836,37.79999923706055,37.970001220703125,37.66999816894531,37.709999084472656,3409800
2025-08-11,37.298580169677734,37.709999084472656,38.20000076293945,37.709999084472656,37.959999084472656,2605600
2025-08-12,37.80302047729492,38.220001220703125,38.27000045776367,37.79999923706055,37.880001068115234,2655500
