Date,adj close,close,high,low,open,volume
2025-06-27,209.79421997070312,210.24000549316406,214.64999389648438,209.9600067138672,213.69000244140625,14127500
2025-06-30,218.1664276123047,218.6300048828125,228.22000122070312,218.3800048828125,226.5,31844200
2025-07-01,218.4957275390625,218.9600067138672,223.1699981689453,216.30999755859375,219.3000030517578,16962200
2025-07-02,229.4923553466797,229.97999572753906,231.89999389648438,216.72000122070312,217.67999267578125,22326900
2025-07-03,236.81680297851562,237.32000732421875,237.99000549316406,231.1999969482422,233.22000122070312,18441400
2025-07-07,231.76751708984375,232.25999450683594,235.25,229.5,235.11000061035156,16584300
2025-07-08,234.00277709960938,234.5,241.44000244140625,233.19000244140625,237.1300048828125,20401800
2025-07-09,235.30999755859375,235.80999755859375,236.50999450683594,232.0,235.50999450683594,10871600
2025-07-10,235.0,235.0,240.05999755859375,233.5,239.94000244140625,11486300
2025-07-11,230.55999755859375,230.55999755859375,234.0,229.8699951171875,231.3699951171875,10208200
2025-07-14,229.27999877929688,229.27999877929688,230.63999938964844,225.1199951171875,229.4499969482422,11337000
2025-07-15,234.9600067138672,234.9600067138672,235.60000610351562,229.1999969482422,232.41000366210938,10728800
2025-07-16,241.3000030517578,241.3000030517578,241.3300018310547,233.19000244140625,235.5,12597500
2025-07-17,248.75,248.75,251.60000610351562,242.00999450683594,243.33999633789062,17631300
2025-07-18,245.4499969482422,245.4499969482422,249.67999267578125,245.0,248.5,9678100
2025-07-21,243.5399932861328,243.5399932861328,246.8000030517578,243.24000549316406,245.30999755859375,7348400
2025-07-22,238.11000061035156,238.11000061035156,242.2899932861328,235.41000366210938,241.97999572753906,11380900
2025-07-23,241.89999389648438,241.89999389648438,243.4199981689453,238.66000366210938,239.9499969482422,7255800
2025-07-24,242.8300018310547,242.8300018310547,244.0800018310547,240.55999755859375,242.41000366210938,8237900
2025-07-25,245.1199951171875,245.1199951171875,245.47000122070312,241.42999267578125,242.33999633789062,7149600
2025-07-28,247.7100067138672,247.7100067138672,247.77999877929688,243.4199981689453,246.0,6756800
2025-07-29,249.97999572753906,249.97999572753906,253.07000732421875,246.58999633789062,248.6999969482422,8415300
2025-07-30,250.60000610351562,250.60000610351562,251.0500030517578,245.60000610351562,248.63999938964844,8441400
2025-07-31,253.77000427246094,253.77000427246094,260.8699951171875,253.32000732421875,255.77000427246094,15548700
2025-08-01,244.4199981689453,244.4199981689453,248.41000366210938,242.0,247.8300018310547,12718200
2025-08-04,252.52999877929688,252.52999877929688,252.91000366210938,245.89999389648438,245.89999389648438,8614800
2025-08-05,255.6699981689453,255.6699981689453,258.489990234375,251.3699951171875,255.41000366210938,11197300
2025-08-06,256.42999267578125,256.42999267578125,256.8399963378906,251.72000122070312,256.8399963378906,9930200
2025-08-07,249.38999938964844,249.38999938964844,257.760009765625,246.52000427246094,257.7099914550781,11954200
2025-08-08,250.0500030517578,250.0500030517578,250.88999938964844,247.86000061035156,250.02999877929688,8313300
2025-08-11,252.67999267578125,252.67999267578125,254.69000244140625,245.55999755859375,248.39999389648438,9012100
2025-08-12,253.86000061035156,253.86000061035156,257.8699951171875,251.0800018310547,252.5800018310547,9998400
2025-08-13,244.17999267578125,244.17999267578125,257.6700134277344,242.63999938964844,257.1700134277344,14182100
2025-08-14,244.9600067138672,244.9600067138672,248.9199981689453,242.57000732421875,244.9499969482422,10285600
2025-08-15,248.27999877929688,248.27999877929688,250.6300048828125,242.92999267578125,246.9199981689453,11554000
2025-08-18,249.07000732421875,249.07000732421875,249.16000366210938,243.6199951171875,246.1999969482422,6759900
2025-08-19,234.6199951171875,234.6199951171875,249.25,232.22999572753906,249.25,16819300
2025-08-20,235.05999755859375,235.05999755859375,235.8800048828125,228.25,232.17999267578125,11256400
2025-08-21,233.16000366210938,233.16000366210938,235.9199981689453,232.42999267578125,233.0500030517578,7403100
2025-08-22,236.3699951171875,236.3699951171875,238.5,231.4600067138672,234.05999755859375,9343600
2025-08-25,235.41000366210938,235.41000366210938,239.02999877929688,235.27000427246094,237.35000610351562,6308600
2025-08-26,234.2100067138672,234.2100067138672,236.91000366210938,232.7100067138672,235.0,11805200
2025-08-27,235.80999755859375,235.80999755859375,236.52999877929688,232.67999267578125,235.0,5637600
2025-08-28,240.32000732421875,240.32000732421875,241.9499969482422,235.1199951171875,235.5399932861328,8691500
2025-08-29,226.1300048828125,226.1300048828125,238.22000122070312,223.11000061035156,237.61000061035156,16618600
