Ticker;Nom;Secteur;Pays;Prix Actuel;Devise;Capitalisation (M);Année;Chiffre d'Affaires (M);Résultat Net (M);Marge Nette (%);ROE (%);Dette/Equity;PER (Trailing);Croissance CA 3ans (%);Croissance Bénéfice 3ans (%);Tendance
DG.PA;Vinci SA;Industrials;France;119.65;EUR;66535.2;2021;50230.0;2597.0;5.17;11.35;1.39;14.398314;16.4;14.18;✅ Croissance
EL.PA;EssilorLuxottica Société anonyme;Healthcare;France;268.3;EUR;124273.7;2024;26508.0;2359.0;8.9;5.84;0.33;51.996124;8.22;9.62;✅ Croissance
EL.PA;EssilorLuxottica Société anonyme;Healthcare;France;268.3;EUR;124273.7;2023;25395.0;2289.0;9.01;5.99;0.3;51.996124;8.22;9.62;✅ Croissance
EL.PA;EssilorLuxottica Société anonyme;Healthcare;France;268.3;EUR;124273.7;2022;24494.0;2152.0;8.79;5.75;0.33;51.996124;8.22;9.62;✅ Croissance
EL.PA;EssilorLuxottica Société anonyme;Healthcare;France;268.3;EUR;124273.7;2021;19820.0;1448.0;7.31;4.13;0.37;51.996124;8.22;9.62;✅ Croissance
ITX.MC;Industria de Diseño Textil, S.A.;Consumer Cyclical;Spain;56.4;EUR;175763.1;2025;38632.0;5866.0;15.18;29.81;0.3;29.072165;18.62;42.03;✅ Croissance
ITX.MC;Industria de Diseño Textil, S.A.;Consumer Cyclical;Spain;56.4;EUR;175763.1;2024;35947.0;5381.0;14.97;28.86;0.31;29.072165;18.62;42.03;✅ Croissance
ITX.MC;Industria de Diseño Textil, S.A.;Consumer Cyclical;Spain;56.4;EUR;175763.1;2023;32569.0;4130.0;12.68;24.28;0.33;29.072165;18.62;42.03;✅ Croissance
ITX.MC;Industria de Diseño Textil, S.A.;Consumer Cyclical;Spain;56.4;EUR;175763.1;2022;27716.0;3243.0;11.7;20.61;0.38;29.072165;18.62;42.03;✅ Croissance
MC.PA;LVMH Moët Hennessy - Louis Vuitton, Société Européenne;Consumer Cyclical;France;640.4;EUR;317899.7;2024;84682.0;12550.0;14.82;18.59;0.61;29.12233;6.94;-10.89;✅ Croissance
